Time,MAPE,MAE,MSE,RMSLE,Training_time
00:30:00,62.210833,0.135032,0.076104,0.275870,0:09:21.218289
05:00:00,77.535999,0.108473,0.042683,0.206599,0:07:20.628940
05:30:00,93.368003,0.121505,0.051278,0.226447,0:08:42.239578
06:00:00,92.399659,0.121578,0.056259,0.237190,0:08:24.552573
06:30:00,185.083184,0.147223,0.046325,0.215233,0:08:41.699170
07:00:00,369.060286,0.283993,0.119634,0.345882,0:11:57.885114
07:30:00,115.733019,0.149301,0.051162,0.226189,0:10:44.630994
08:00:00,145.997812,0.430516,0.486948,0.697817,0:10:47.350668
08:30:00,207.300086,0.422816,0.376626,0.613699,0:10:31.896270
09:00:00,402.273168,0.500351,0.501525,0.708184,0:11:05.245050
09:30:00,555.584485,0.742128,0.865415,0.930277,0:09:17.265088
01:00:00,82.590732,0.136080,0.057216,0.239198,0:08:12.412987
10:00:00,365.568377,0.783161,1.196789,1.093979,0:10:06.950847
10:30:00,614.746367,0.695466,0.797360,0.892950,0:10:38.063017
11:00:00,780.766898,0.707820,0.824117,0.907809,0:09:36.330217
11:30:00,456.556896,0.840944,1.160692,1.077354,0:10:33.670037
12:00:00,607.089015,0.953460,1.456495,1.206853,0:09:49.217722
12:30:00,373.184196,0.872207,1.165505,1.079585,0:10:45.013848
13:00:00,322.414120,0.723152,0.745707,0.863543,0:09:24.868996
13:30:00,659.589761,0.950881,1.283555,1.132941,0:10:14.210156
14:00:00,536.013776,0.815413,1.035830,1.017758,0:09:49.339953
14:30:00,368.536375,0.608082,0.721002,0.849118,0:10:24.233975
01:30:00,80.942219,0.122033,0.049282,0.221996,0:09:05.199504
15:00:00,580.514743,0.555092,0.560365,0.748576,0:10:13.097040
15:30:00,196.548401,0.440296,0.421206,0.649004,0:09:26.351455
16:00:00,262.501180,0.550448,0.665323,0.815673,0:09:55.724660
16:30:00,113.774576,0.463654,0.418451,0.646878,0:10:14.275241
17:00:00,252.119248,0.589913,0.579340,0.761144,0:13:14.054848
17:30:00,110.115306,0.410410,0.328390,0.573053,0:11:29.390457
18:00:00,109.935264,0.664957,0.869888,0.932678,0:10:10.783707
18:30:00,164.762135,0.822694,1.077188,1.037877,0:10:06.944464
19:00:00,166.184420,0.781925,0.917492,0.957858,0:09:47.805135
19:30:00,208.732753,1.054603,1.715387,1.309728,0:10:50.097742
02:00:00,83.797205,0.099908,0.041832,0.204528,0:12:11.540088
20:00:00,171.785704,0.984457,1.449009,1.203748,0:09:58.870912
20:30:00,186.441163,0.862797,1.119519,1.058073,0:10:59.268084
21:00:00,192.152173,0.708889,0.941793,0.970460,0:09:49.002938
21:30:00,130.015019,0.610033,0.842822,0.918053,0:12:43.324719
22:00:00,122.146663,0.382340,0.279533,0.528709,0:10:27.740387
22:30:00,73.722254,0.306522,0.194893,0.441467,0:10:44.493436
23:00:00,211.218515,0.337120,0.153612,0.391934,0:09:24.590694
23:30:00,214.876227,0.219436,0.070508,0.265533,0:10:29.168507
24:00:00,121.455071,0.226292,0.182554,0.427263,0:11:28.623150
02:30:00,85.890010,0.099230,0.039400,0.198495,0:10:53.143044
03:00:00,86.071979,0.110139,0.045558,0.213444,0:10:19.844450
03:30:00,84.498915,0.115614,0.049371,0.222197,0:09:53.274934
04:00:00,61.462719,0.101254,0.040155,0.200388,0:10:01.291308
04:30:00,70.226890,0.111278,0.048677,0.220629,0:11:00.221416
