Time,MAPE,MAE,MSE,RMSLE,Training_time
00:30:00,83.184659,0.040370,0.002034,0.045100,0:01:32.533251
05:00:00,71.051578,0.045137,0.002302,0.047980,0:01:42.310099
05:30:00,82.459152,0.051309,0.009002,0.094881,0:01:48.277914
06:00:00,88.442395,0.050068,0.004688,0.068467,0:01:55.105716
06:30:00,107.753802,0.090185,0.027059,0.164495,0:01:12.867946
07:00:00,115.192499,0.346973,0.207316,0.455320,0:00:56.464278
07:30:00,62.656898,0.091491,0.033008,0.181681,0:01:02.926166
08:00:00,inf,0.244236,0.100569,0.317126,0:01:53.199428
08:30:00,118.632297,0.240098,0.165178,0.406421,0:01:18.832412
09:00:00,67.444531,0.159281,0.107561,0.327966,0:01:44.390510
09:30:00,545.125956,0.601328,0.895502,0.946310,0:01:24.453407
01:00:00,77.119601,0.043340,0.002118,0.046027,0:01:26.259078
10:00:00,447.370186,0.411790,0.349437,0.591132,0:01:30.519300
10:30:00,478.143985,0.337278,0.181118,0.425580,0:01:23.397936
11:00:00,387.959813,0.389842,0.379551,0.616077,0:01:12.455797
11:30:00,367.523109,0.402443,0.321722,0.567206,0:01:38.300266
12:00:00,532.788350,0.850289,1.079355,1.038920,0:01:20.797553
12:30:00,433.411417,0.592500,0.596942,0.772620,0:01:19.829680
13:00:00,827.576893,0.756976,0.744500,0.862844,0:01:33.364729
13:30:00,746.072986,0.542895,0.454109,0.673876,0:01:37.611046
14:00:00,560.633274,0.379817,0.261096,0.510976,0:01:24.707908
14:30:00,616.536990,0.462886,0.423835,0.651026,0:01:33.632584
01:30:00,45.973922,0.040087,0.002680,0.051764,0:02:04.707549
15:00:00,389.474275,0.469299,0.429099,0.655056,0:01:21.158504
15:30:00,234.751317,0.483248,0.576636,0.759366,0:01:44.456934
16:00:00,398.468440,0.631615,0.749641,0.865818,0:01:29.765380
16:30:00,436.583859,0.607911,0.612319,0.782508,0:01:21.720347
17:00:00,329.394488,0.639503,0.613523,0.783277,0:01:17.314992
17:30:00,184.612626,0.382439,0.252907,0.502899,0:01:13.798282
18:00:00,628.846105,1.256381,1.722042,1.312266,0:01:30.903143
18:30:00,221.697271,0.510610,0.446522,0.668223,0:01:54.386930
19:00:00,251.809706,0.773118,0.883687,0.940046,0:01:35.279439
19:30:00,276.357130,0.829508,1.031233,1.015496,0:01:58.235668
02:00:00,95.325186,0.045722,0.002560,0.050593,0:01:51.762865
20:00:00,202.762426,0.783035,0.974944,0.987392,0:01:46.492378
20:30:00,141.681731,0.680963,0.710039,0.842638,0:01:42.373867
21:00:00,169.814945,0.793082,1.030362,1.015068,0:01:20.567593
21:30:00,250.415014,0.807537,1.143028,1.069125,0:01:16.948669
22:00:00,160.838619,0.444988,0.463869,0.681079,0:01:26.481657
22:30:00,50.919146,0.154067,0.107465,0.327818,0:01:43.829795
23:00:00,190.389254,0.183142,0.047122,0.217076,0:01:55.305928
23:30:00,228.587176,0.141005,0.024338,0.156008,0:01:36.792089
24:00:00,189.938230,0.103002,0.012832,0.113277,0:02:24.783060
02:30:00,74.657981,0.042519,0.002060,0.045391,0:01:58.392754
03:00:00,68.151728,0.041671,0.001986,0.044560,0:01:43.039234
03:30:00,82.389545,0.043691,0.002131,0.046167,0:01:46.372907
04:00:00,55.138875,0.038504,0.001999,0.044712,0:01:42.140207
04:30:00,86.606895,0.044848,0.002263,0.047573,0:02:36.965457
