Time,MAPE,MAE,MSE,RMSLE,Training_time
00:30:00,103.778574,0.153461,0.089191,0.298648,0:00:10.948826
05:00:00,81.513579,0.153756,0.108696,0.329690,0:00:14.741209
05:30:00,77.993824,0.142407,0.095056,0.308311,0:00:11.667575
06:00:00,94.007331,0.148669,0.096615,0.310830,0:00:13.757691
06:30:00,92.779884,0.161121,0.111556,0.334000,0:00:12.380964
07:00:00,121.043671,0.300243,0.184067,0.429031,0:00:08.170674
07:30:00,71.106257,0.159437,0.100787,0.317470,0:00:11.944208
08:00:00,214.021741,0.346191,0.295788,0.543864,0:00:14.174627
08:30:00,116.458366,0.321588,0.335337,0.579083,0:00:15.388012
09:00:00,125.677984,0.301425,0.311895,0.558475,0:00:18.739078
09:30:00,263.907917,0.493311,0.517714,0.719524,0:00:21.654762
01:00:00,95.240359,0.146456,0.082559,0.287331,0:00:22.605330
10:00:00,345.992168,0.554202,0.526501,0.725604,0:00:26.572573
10:30:00,300.944798,0.521797,0.525392,0.724840,0:00:21.636400
11:00:00,385.065246,0.539052,0.497228,0.705144,0:00:18.229817
11:30:00,271.128040,0.573264,0.654148,0.808794,0:00:17.426902
12:00:00,247.103580,0.681581,0.848523,0.921153,0:00:22.341088
12:30:00,264.155706,0.631593,0.657371,0.810784,0:00:18.587258
13:00:00,378.133000,0.615113,0.516820,0.718902,0:00:17.158304
13:30:00,360.014220,0.551987,0.519025,0.720434,0:00:19.680549
14:00:00,371.514622,0.499113,0.471211,0.686448,0:00:20.429797
14:30:00,401.601875,0.462030,0.391024,0.625319,0:00:21.734733
01:30:00,73.631242,0.147016,0.093739,0.306168,0:00:22.665372
15:00:00,290.123235,0.339645,0.269116,0.518764,0:00:20.133682
15:30:00,204.843862,0.337403,0.285614,0.534429,0:00:18.299941
16:00:00,254.351045,0.387909,0.314408,0.560721,0:00:20.269357
16:30:00,199.202134,0.382093,0.277406,0.526693,0:00:21.042818
17:00:00,242.382239,0.481862,0.402437,0.634379,0:00:17.065852
17:30:00,125.663045,0.338589,0.208542,0.456664,0:00:19.323828
18:00:00,209.928904,0.627747,0.588034,0.766834,0:00:23.153292
18:30:00,116.137105,0.559921,0.573157,0.757071,0:00:20.499778
19:00:00,122.696843,0.678382,0.663134,0.814330,0:00:27.632850
19:30:00,133.053669,0.741646,0.924796,0.961663,0:00:25.923563
02:00:00,118.038219,0.155300,0.104195,0.322793,0:00:32.090727
20:00:00,135.877265,0.624558,0.626503,0.791520,0:00:23.151211
20:30:00,124.446063,0.696982,0.744129,0.862629,0:00:28.648902
21:00:00,107.165708,0.470712,0.394355,0.627977,0:00:21.313460
21:30:00,131.909643,0.432388,0.428464,0.654572,0:00:29.067528
22:00:00,80.709113,0.276514,0.181870,0.426463,0:00:22.391982
22:30:00,93.328084,0.232019,0.130491,0.361236,0:00:31.072418
23:00:00,109.884946,0.166532,0.074663,0.273245,0:00:26.396315
23:30:00,97.241636,0.121373,0.032026,0.178957,0:00:37.246200
24:00:00,157.144680,0.182343,0.091962,0.303252,0:00:27.972199
02:30:00,81.969463,0.143426,0.095658,0.309286,0:00:32.468749
03:00:00,96.902659,0.153695,0.105457,0.324742,0:00:29.988116
03:30:00,81.278957,0.145501,0.097311,0.311948,0:00:36.377551
04:00:00,64.564022,0.141818,0.096761,0.311064,0:00:29.676486
04:30:00,70.072890,0.147541,0.102541,0.320221,0:00:38.019073
