Time,MAPE,MAE,MSE,RMSLE,Training_time
00:30:00,116.241039,0.145571,0.092350,0.303891,0:09:18.402877
05:00:00,93.680511,0.107860,0.039844,0.199611,0:09:15.537477
05:30:00,97.975841,0.122626,0.061376,0.247742,0:08:55.481018
06:00:00,478.999830,0.302810,0.154321,0.392837,0:07:43.146591
06:30:00,189.879220,0.156313,0.057499,0.239790,0:09:33.405042
07:00:00,323.636556,0.286877,0.157883,0.397345,0:08:15.911792
07:30:00,158.605285,0.150628,0.054809,0.234114,0:09:47.643477
08:00:00,212.201406,0.365829,0.414525,0.643836,0:09:22.076651
08:30:00,374.265438,0.428942,0.275639,0.525014,0:10:51.032458
09:00:00,251.254551,0.409833,0.493006,0.702144,0:09:24.355406
09:30:00,367.582599,0.553288,0.544659,0.738010,0:10:13.807643
01:00:00,129.403188,0.122592,0.051021,0.225877,0:11:51.986615
10:00:00,527.249347,0.644814,0.739368,0.859865,0:09:30.443894
10:30:00,271.614156,0.494516,0.493154,0.702250,0:09:34.078904
11:00:00,807.629333,0.771952,0.918531,0.958400,0:09:50.102966
11:30:00,603.042338,0.612057,0.645155,0.803215,0:10:52.900502
12:00:00,431.639937,0.799631,1.153737,1.074121,0:09:52.971814
12:30:00,406.233556,0.734359,0.871595,0.933593,0:09:36.882564
13:00:00,314.306613,0.696861,0.765163,0.874736,0:09:27.699779
13:30:00,266.821537,0.560300,0.673557,0.820705,0:09:31.977338
14:00:00,463.264350,0.640813,0.761668,0.872736,0:10:49.133315
14:30:00,359.228449,0.480479,0.469313,0.685065,0:09:40.865537
01:30:00,179.664912,0.129356,0.039470,0.198670,0:11:02.278574
15:00:00,336.782992,0.352474,0.264093,0.513900,0:10:27.751757
15:30:00,289.867762,0.451796,0.413767,0.643247,0:05:58.851685
16:00:00,240.943064,0.445131,0.389043,0.623733,0:08:09.965056
16:30:00,128.318585,0.387522,0.337129,0.580628,0:10:50.812179
17:00:00,256.851640,0.502908,0.455148,0.674646,0:09:55.232330
17:30:00,101.005202,0.341527,0.217750,0.466637,0:10:27.500854
18:00:00,398.119249,1.061623,1.458241,1.207576,0:08:29.477957
18:30:00,105.383712,0.639864,0.776477,0.881180,0:05:45.962758
19:00:00,149.586190,0.734948,0.837465,0.915131,0:11:01.469472
19:30:00,237.839853,0.868449,1.279235,1.131033,0:10:14.534343
02:00:00,86.453944,0.102310,0.041563,0.203871,0:11:11.373090
20:00:00,137.907402,0.758840,0.830595,0.911370,0:12:10.260135
20:30:00,125.715489,0.767096,0.959979,0.979785,0:10:57.910827
21:00:00,128.921225,0.525842,0.446552,0.668245,0:08:58.772392
21:30:00,174.074685,0.585059,0.746488,0.863995,0:10:46.395950
22:00:00,204.217779,0.477342,0.549909,0.741559,0:09:01.687385
22:30:00,117.342566,0.320191,0.224856,0.474190,0:10:54.765601
23:00:00,82.188183,0.198694,0.107403,0.327724,0:10:47.969364
23:30:00,71.226857,0.125076,0.038458,0.196107,0:10:36.075432
24:00:00,214.140637,0.202002,0.087319,0.295498,0:12:49.987028
02:30:00,96.983718,0.108081,0.042869,0.207049,0:13:47.540940
03:00:00,89.945521,0.113941,0.047104,0.217034,0:11:29.894518
03:30:00,77.389356,0.132867,0.079985,0.282817,0:13:05.841391
04:00:00,363.713613,0.238195,0.074828,0.273547,0:11:53.417074
04:30:00,68.932658,0.099487,0.051409,0.226735,0:13:25.989828
