Time,MAPE,MAE,MSE,RMSLE,Training_time
00:30:00,130.019867,0.161901,0.087181,0.295265,0:01:45.715491
05:00:00,68.570398,0.150913,0.104145,0.322716,0:00:58.600799
05:30:00,89.423392,0.146670,0.096838,0.311188,0:01:05.698074
06:00:00,96.990834,0.177165,0.131772,0.363004,0:01:46.582957
06:30:00,59.777970,0.171621,0.129822,0.360308,0:01:06.842231
07:00:00,120.203280,0.287296,0.164383,0.405442,0:00:44.372713
07:30:00,79.225843,0.147733,0.086050,0.293343,0:00:56.060738
08:00:00,214.244472,0.312547,0.253297,0.503287,0:00:38.575369
08:30:00,123.672727,0.323659,0.319690,0.565411,0:00:45.445453
09:00:00,132.787010,0.303556,0.342474,0.585213,0:00:56.473178
09:30:00,224.911950,0.497003,0.557771,0.746840,0:00:56.412184
01:00:00,69.627112,0.143865,0.080496,0.283718,0:00:52.503267
10:00:00,326.342429,0.574608,0.634801,0.796744,0:01:13.484099
10:30:00,361.432751,0.490777,0.479997,0.692818,0:01:12.054753
11:00:00,273.772398,0.543723,0.585868,0.765420,0:00:52.525121
11:30:00,211.147519,0.582687,0.789768,0.888689,0:01:18.670405
12:00:00,253.362111,0.669463,0.836469,0.914587,0:01:13.592413
12:30:00,359.158762,0.701077,0.830196,0.911151,0:01:19.798388
13:00:00,304.227053,0.766808,1.134066,1.064926,0:00:46.745750
13:30:00,357.783153,0.619916,0.753868,0.868256,0:00:51.133366
14:00:00,379.466226,0.574657,0.687520,0.829168,0:01:04.069218
14:30:00,609.366768,0.567979,0.569232,0.754475,0:00:57.627828
01:30:00,66.284280,0.141190,0.087368,0.295581,0:01:00.992952
15:00:00,341.629191,0.443343,0.392358,0.626385,0:00:46.992399
15:30:00,160.026717,0.365403,0.332921,0.576993,0:00:49.628757
16:00:00,199.546768,0.405711,0.368742,0.607241,0:00:50.271404
16:30:00,240.009600,0.485794,0.456237,0.675453,0:01:07.390725
17:00:00,155.617436,0.523417,0.510214,0.714293,0:00:40.859124
17:30:00,115.736735,0.470259,0.356670,0.597219,0:00:45.908265
18:00:00,175.850296,0.685046,1.030792,1.015279,0:00:50.844105
18:30:00,123.910483,0.674799,0.851430,0.922730,0:01:22.872890
19:00:00,121.409197,0.774697,0.881912,0.939102,0:01:14.506459
19:30:00,114.396556,0.853065,1.248899,1.117542,0:00:50.130838
02:00:00,90.713814,0.144465,0.088221,0.297021,0:01:34.811711
20:00:00,136.249956,0.651676,0.697500,0.835165,0:01:14.742156
20:30:00,202.400992,1.037805,1.699551,1.303668,0:01:30.334939
21:00:00,115.644925,0.542369,0.503203,0.709368,0:00:54.161619
21:30:00,150.290032,0.503684,0.607054,0.779136,0:01:27.602364
22:00:00,91.215778,0.317105,0.214941,0.463618,0:00:54.510032
22:30:00,88.687648,0.254765,0.192856,0.439154,0:00:59.068899
23:00:00,111.390867,0.176630,0.075836,0.275384,0:01:01.851724
23:30:00,138.878109,0.129513,0.025579,0.159936,0:01:33.199313
24:00:00,109.012364,0.181383,0.137208,0.370416,0:01:37.074158
02:30:00,90.547906,0.140003,0.085686,0.292722,0:01:47.638679
03:00:00,114.713740,0.160871,0.109458,0.330844,0:01:42.682527
03:30:00,81.482653,0.152315,0.103556,0.321802,0:01:46.549034
04:00:00,45.902508,0.149771,0.105292,0.324488,0:01:58.941836
04:30:00,92.427364,0.146921,0.090577,0.300960,0:02:08.350750
