Time,MAPE,MAE,MSE,RMSLE,Training_time
00:30:00,73.455184,0.165746,0.087755,0.296235,0:05:29.111603
05:00:00,98.340623,0.239646,0.215774,0.464515,0:03:56.154951
05:30:00,153.223286,0.244818,0.204695,0.452433,0:05:54.714639
06:00:00,225.330394,0.261554,0.191632,0.437758,0:05:15.165817
06:30:00,215.685944,0.255372,0.185571,0.430780,0:05:31.910504
07:00:00,380.777167,0.331212,0.175199,0.418568,0:06:26.970300
07:30:00,118.210273,0.233902,0.183743,0.428653,0:04:44.565262
08:00:00,115.245261,0.422779,0.442903,0.665509,0:05:17.912337
08:30:00,201.143391,0.476000,0.515513,0.717992,0:05:13.990347
09:00:00,235.403635,0.463526,0.525814,0.725130,0:05:45.032676
09:30:00,418.141786,0.721076,0.786215,0.886688,0:05:55.858026
01:00:00,90.640267,0.256839,0.241299,0.491222,0:05:19.299725
10:00:00,426.386824,0.726863,0.885430,0.940973,0:06:05.644680
10:30:00,343.153907,0.815274,1.169496,1.081433,0:05:52.461338
11:00:00,325.349576,0.790050,1.042394,1.020977,0:06:25.115153
11:30:00,387.391666,0.816884,1.129870,1.062953,0:06:06.795368
12:00:00,486.338176,0.852513,1.081728,1.040062,0:06:04.629575
12:30:00,314.381866,0.832600,1.075948,1.037279,0:05:55.851110
13:00:00,225.924805,0.902468,1.325023,1.151096,0:06:30.831794
13:30:00,270.678624,0.792278,1.226419,1.107438,0:06:35.929870
14:00:00,216.335322,0.643785,0.912112,0.955045,0:06:05.721907
14:30:00,371.600256,0.585033,0.605809,0.778337,0:06:20.576120
01:30:00,88.278200,0.244208,0.220948,0.470052,0:05:27.871481
15:00:00,525.378558,0.464721,0.385134,0.620592,0:06:51.661395
15:30:00,287.262337,0.487593,0.429002,0.654983,0:06:02.286334
16:00:00,234.748763,0.439303,0.386224,0.621469,0:07:11.757745
16:30:00,101.079498,0.356414,0.292458,0.540794,0:05:49.147350
17:00:00,173.440316,0.421657,0.279412,0.528594,0:09:11.265384
17:30:00,112.995557,0.401580,0.308238,0.555191,0:06:32.789228
18:00:00,88.822333,0.633902,0.923952,0.961224,0:06:58.362621
18:30:00,139.299535,0.752132,0.893663,0.945337,0:06:26.648386
19:00:00,156.533894,0.844859,1.059394,1.029269,0:07:09.962641
19:30:00,174.467098,0.899878,1.228840,1.108530,0:06:35.917445
02:00:00,101.103927,0.241279,0.217354,0.466212,0:05:02.462852
20:00:00,175.399967,0.894496,1.199002,1.094990,0:07:18.233747
20:30:00,141.198559,0.785057,0.953213,0.976326,0:08:00.861414
21:00:00,142.367667,0.464465,0.333292,0.577314,0:06:35.900235
21:30:00,109.395738,0.484950,0.534011,0.730761,0:05:44.525974
22:00:00,75.591322,0.295899,0.195745,0.442431,0:06:30.681621
22:30:00,52.939451,0.291731,0.191831,0.437985,0:05:12.544466
23:00:00,80.964805,0.273374,0.158859,0.398572,0:06:25.064170
23:30:00,66.355268,0.162596,0.052445,0.229008,0:07:04.905194
24:00:00,134.578831,0.288591,0.252853,0.502845,0:05:51.128620
02:30:00,98.922214,0.236835,0.213528,0.462091,0:06:27.986442
03:00:00,92.082912,0.236312,0.213555,0.462120,0:06:17.006601
03:30:00,85.682005,0.241208,0.221703,0.470853,0:05:09.613602
04:00:00,79.514242,0.243318,0.224115,0.473408,0:06:20.698647
04:30:00,80.781763,0.236160,0.216797,0.465615,0:05:53.202675
