Time,MAPE,MAE,MSE,RMSLE,Training_time
00:30:00,85.451405,0.178854,0.127190,0.356637,0:00:13.722564
05:00:00,151.587457,0.159625,0.086810,0.294636,0:00:11.350743
05:30:00,78.428524,0.159571,0.110762,0.332809,0:00:13.892186
06:00:00,133.879846,0.188825,0.141551,0.376232,0:00:20.938416
06:30:00,78.765660,0.173146,0.126589,0.355793,0:00:15.850192
07:00:00,145.164035,0.296977,0.164828,0.405990,0:00:09.030379
07:30:00,73.677442,0.158346,0.096053,0.309923,0:00:12.777474
08:00:00,151.352740,0.331662,0.314243,0.560574,0:00:12.414840
08:30:00,195.702502,0.345911,0.301022,0.548655,0:00:10.906203
09:00:00,154.389352,0.292259,0.281879,0.530923,0:00:09.298997
09:30:00,239.345622,0.551280,0.712949,0.844363,0:00:13.012506
01:00:00,61.767846,0.158699,0.109991,0.331649,0:00:17.654114
10:00:00,262.714371,0.543202,0.612005,0.782307,0:00:06.882611
10:30:00,355.846915,0.713583,1.123318,1.059867,0:00:07.296262
11:00:00,322.535269,0.553503,0.573101,0.757034,0:00:14.768060
11:30:00,226.790497,0.673046,0.927491,0.963063,0:00:06.985771
12:00:00,194.772877,0.671464,0.938401,0.968711,0:00:08.167662
12:30:00,263.892235,0.646449,0.713466,0.844669,0:00:08.127896
13:00:00,570.124497,1.070218,2.230339,1.493432,0:00:15.759012
13:30:00,391.529608,0.756617,1.398817,1.182716,0:00:14.159718
14:00:00,399.086965,0.538452,0.544044,0.737594,0:00:10.038610
14:30:00,400.989239,0.487446,0.443075,0.665639,0:00:10.022565
01:30:00,205.469921,0.243415,0.120489,0.347115,0:00:09.735220
15:00:00,267.374567,0.348121,0.297977,0.545872,0:00:08.901961
15:30:00,133.352796,0.384773,0.375041,0.612406,0:00:10.840154
16:00:00,208.453725,0.382226,0.327547,0.572318,0:00:14.822327
16:30:00,209.238394,0.422567,0.331635,0.575878,0:00:11.293031
17:00:00,214.413797,0.504040,0.459543,0.677896,0:00:15.018902
17:30:00,126.008662,0.329390,0.193093,0.439424,0:00:13.818174
18:00:00,285.629805,0.814491,0.909680,0.953772,0:00:16.009113
18:30:00,154.202300,0.680163,0.839172,0.916063,0:00:15.849206
19:00:00,108.610169,0.692170,0.737347,0.858689,0:00:11.319590
19:30:00,132.989675,0.857902,1.160040,1.077051,0:00:10.244103
02:00:00,65.829377,0.161746,0.120846,0.347629,0:00:14.934129
20:00:00,158.566652,0.904712,1.384480,1.176639,0:00:16.116047
20:30:00,124.743152,0.783480,0.944718,0.971966,0:00:15.197587
21:00:00,120.760507,0.582902,0.699387,0.836294,0:00:17.518808
21:30:00,149.485449,0.475014,0.469233,0.685006,0:00:21.143313
22:00:00,83.186175,0.286357,0.177213,0.420966,0:00:13.756108
22:30:00,78.432353,0.249189,0.141110,0.375646,0:00:20.860174
23:00:00,125.324098,0.198573,0.084579,0.290825,0:00:12.971551
23:30:00,146.163460,0.182297,0.061913,0.248823,0:00:14.388157
24:00:00,142.598100,0.187694,0.108287,0.329070,0:00:29.306669
02:30:00,69.290121,0.152615,0.107372,0.327677,0:00:13.562442
03:00:00,128.133306,0.169838,0.116273,0.340988,0:00:25.315309
03:30:00,60.776802,0.150162,0.104938,0.323941,0:00:21.141687
04:00:00,71.225715,0.166891,0.128768,0.358843,0:00:25.556989
04:30:00,75.624671,0.192499,0.144538,0.380181,0:00:27.115703
