Time,MAPE,MAE,MSE,RMSLE,Training_time
00:30:00,66.022666,0.036190,0.001540,0.039245,0:00:15.727976
05:00:00,62.165026,0.044955,0.002554,0.050542,0:00:06.348417
05:30:00,101.582722,0.052631,0.007507,0.086642,0:00:06.694683
06:00:00,66.465976,0.045640,0.004810,0.069352,0:00:10.510339
06:30:00,131.783614,0.098267,0.027680,0.166375,0:00:11.498506
07:00:00,113.886539,0.301038,0.157884,0.397346,0:00:05.848179
07:30:00,58.034234,0.097639,0.034210,0.184959,0:00:05.947326
08:00:00,inf,0.222479,0.087661,0.296075,0:00:08.777622
08:30:00,98.932426,0.178159,0.127321,0.356821,0:00:07.474392
09:00:00,97.663027,0.147162,0.093608,0.305955,0:00:07.100165
09:30:00,312.749270,0.397920,0.498966,0.706375,0:00:11.064123
01:00:00,57.134818,0.040722,0.002483,0.049834,0:00:10.350367
10:00:00,429.663290,0.369563,0.234061,0.483799,0:00:16.077847
10:30:00,350.529036,0.265646,0.121113,0.348013,0:00:13.026552
11:00:00,861.480151,0.559376,0.401928,0.633978,0:00:12.078531
11:30:00,394.371905,0.382209,0.255647,0.505616,0:00:12.630104
12:00:00,199.321725,0.550791,0.662092,0.813690,0:00:13.735889
12:30:00,310.251140,0.482907,0.463010,0.680449,0:00:11.649355
13:00:00,896.831167,0.879868,0.922450,0.960442,0:00:11.438385
13:30:00,800.513181,0.560554,0.393225,0.627077,0:00:11.390632
14:00:00,567.974615,0.388256,0.246937,0.496928,0:00:12.793808
14:30:00,500.157782,0.402097,0.343430,0.586029,0:00:11.664079
01:30:00,66.411667,0.040834,0.002075,0.045552,0:00:10.290816
15:00:00,314.828818,0.377549,0.290171,0.538675,0:00:12.811512
15:30:00,215.722833,0.419825,0.480862,0.693442,0:00:11.205412
16:00:00,323.318169,0.595324,0.608495,0.780061,0:00:12.537523
16:30:00,280.046747,0.429110,0.356293,0.596903,0:00:09.793662
17:00:00,340.426266,0.588036,0.535595,0.731843,0:00:13.256723
17:30:00,155.813133,0.371112,0.232987,0.482688,0:00:13.214606
18:00:00,375.361296,0.742977,0.612221,0.782445,0:00:13.981729
18:30:00,222.873852,0.440690,0.269129,0.518776,0:00:13.828847
19:00:00,160.614637,0.680663,0.819639,0.905339,0:00:18.880105
19:30:00,222.912716,0.804111,1.068803,1.033829,0:00:16.612486
02:00:00,82.803834,0.043220,0.002165,0.046530,0:00:20.694217
20:00:00,160.387379,0.813033,1.091687,1.044838,0:00:14.956520
20:30:00,134.368138,0.767843,0.818783,0.904866,0:00:13.415600
21:00:00,165.152366,0.698995,0.866423,0.930818,0:00:14.728814
21:30:00,243.558599,0.675184,0.693871,0.832989,0:00:11.134329
22:00:00,160.479276,0.441331,0.402576,0.634489,0:00:13.779450
22:30:00,48.881384,0.141095,0.098011,0.313067,0:00:15.316887
23:00:00,267.844010,0.254907,0.071457,0.267314,0:00:15.756918
23:30:00,254.996464,0.162842,0.029340,0.171290,0:00:20.443418
24:00:00,227.921497,0.127371,0.018439,0.135790,0:00:19.530192
02:30:00,75.819340,0.044439,0.002316,0.048120,0:00:11.349819
03:00:00,68.705302,0.041694,0.001988,0.044585,0:00:16.822052
03:30:00,138.349364,0.096611,0.011278,0.106198,0:00:15.589535
04:00:00,41.245160,0.043485,0.003762,0.061336,0:00:15.699303
04:30:00,71.444725,0.041478,0.002067,0.045460,0:00:17.312273
