Time,MAPE,MAE,MSE,RMSLE,Training_time
00:30:00,63.952621,0.149870,0.089061,0.298430,0:05:29.795277
05:00:00,89.372823,0.196346,0.168513,0.410503,0:12:28.584631
05:30:00,148.772119,0.204078,0.158033,0.397534,0:07:20.777674
06:00:00,109.836789,0.199081,0.166475,0.408013,0:05:01.802837
06:30:00,348.657708,0.274838,0.145132,0.380962,0:11:46.746557
07:00:00,337.471695,0.321323,0.166682,0.408266,0:07:36.900589
07:30:00,105.087539,0.192764,0.144466,0.380087,0:05:05.732260
08:00:00,91.750606,0.398231,0.509784,0.713992,0:07:24.072144
08:30:00,230.875339,0.428591,0.423770,0.650976,0:07:57.755484
09:00:00,195.130367,0.332580,0.350574,0.592093,0:06:14.046645
09:30:00,385.270217,0.559537,0.518191,0.719855,0:06:38.412041
01:00:00,80.504907,0.126644,0.063686,0.252361,0:06:19.932339
10:00:00,402.227857,0.554010,0.535480,0.731765,0:06:19.986887
10:30:00,287.167018,0.505467,0.516505,0.718683,0:06:58.912907
11:00:00,201.090913,0.587035,0.732569,0.855902,0:08:32.606947
11:30:00,427.962233,0.615308,0.634512,0.796563,0:07:43.300484
12:00:00,392.093546,0.693874,0.748187,0.864978,0:06:24.210589
12:30:00,221.312519,0.863273,1.281124,1.131867,0:07:09.976788
13:00:00,195.506549,0.657863,0.816417,0.903558,0:06:44.030266
13:30:00,217.781482,0.536879,0.626999,0.791833,0:06:46.116475
14:00:00,142.461813,0.558438,0.875703,0.935790,0:06:53.020654
14:30:00,327.537046,0.482825,0.496003,0.704275,0:06:27.641115
01:30:00,84.596922,0.197477,0.170593,0.413029,0:06:16.353467
15:00:00,351.165950,0.371258,0.288908,0.537502,0:07:29.219640
15:30:00,281.809668,0.397544,0.359295,0.599413,0:06:14.726986
16:00:00,318.355746,0.436416,0.346897,0.588980,0:07:12.061415
16:30:00,131.970871,0.348796,0.280812,0.529917,0:07:55.028418
17:00:00,300.400045,0.490979,0.373886,0.611462,0:12:17.767515
17:30:00,135.074814,0.352296,0.214059,0.462665,0:09:53.232116
18:00:00,78.785887,0.570922,0.803274,0.896256,0:09:25.577197
18:30:00,105.361200,0.717486,0.943355,0.971264,0:07:08.252712
19:00:00,111.667230,0.642319,0.665731,0.815923,0:07:19.216858
19:30:00,125.776449,1.116514,1.782206,1.334993,0:04:49.589927
02:00:00,91.715950,0.196112,0.169241,0.411389,0:08:05.273763
20:00:00,147.325799,0.616512,0.586291,0.765696,0:07:09.094946
20:30:00,166.011067,0.830330,0.921313,0.959850,0:05:01.322941
21:00:00,160.556193,0.578037,0.485051,0.696456,0:06:24.883795
21:30:00,127.593605,0.498753,0.502841,0.709113,0:06:30.494612
22:00:00,74.722830,0.286105,0.180592,0.424961,0:06:44.401497
22:30:00,56.877337,0.241844,0.148394,0.385219,0:07:59.006300
23:00:00,68.286000,0.267235,0.168893,0.410966,0:11:54.200578
23:30:00,58.946629,0.123081,0.035553,0.188556,0:07:26.397662
24:00:00,83.708243,0.237405,0.216468,0.465261,0:06:31.799416
02:30:00,88.600156,0.191479,0.165044,0.406256,0:09:02.306983
03:00:00,83.747973,0.192237,0.164956,0.406148,0:07:53.921335
03:30:00,80.902907,0.194992,0.171080,0.413618,0:08:14.163155
04:00:00,74.385998,0.194289,0.172528,0.415365,0:07:02.724539
04:30:00,82.782986,0.196828,0.169937,0.412235,0:08:01.016479
