Time,MAPE,MAE,MSE,RMSLE,Training_time
00:30:00,116.799908,0.145236,0.065727,0.256373,0:02:47.344359
05:00:00,83.563352,0.112373,0.044172,0.210171,0:03:17.646487
05:30:00,77.471883,0.106394,0.045249,0.212719,0:02:55.909713
06:00:00,67.080005,0.149134,0.091366,0.302269,0:03:11.963762
06:30:00,130.210527,0.181637,0.138352,0.371957,0:02:33.468996
07:00:00,422.583788,0.510240,0.590863,0.768676,0:03:22.118173
07:30:00,78.824805,0.175863,0.096955,0.311376,0:02:25.998814
08:00:00,138.263933,0.320276,0.305156,0.552409,0:02:05.824325
08:30:00,149.030394,0.309070,0.278631,0.527855,0:01:51.810925
09:00:00,238.977948,0.396509,0.394712,0.628261,0:03:25.909749
09:30:00,398.669112,0.634351,0.779941,0.883143,0:04:28.158557
01:00:00,80.943531,0.151133,0.112004,0.334669,0:02:34.172533
10:00:00,419.678738,0.597217,0.733581,0.856493,0:03:07.848873
10:30:00,367.400780,0.817717,1.542967,1.242162,0:05:39.922107
11:00:00,524.818459,0.692101,0.796200,0.892301,0:07:19.705717
11:30:00,472.835143,0.745485,0.986580,0.993268,0:08:21.938304
12:00:00,500.441904,0.763542,0.993041,0.996514,0:06:04.227119
12:30:00,457.375107,0.774154,1.021278,1.010583,0:05:07.987310
13:00:00,462.808061,0.747391,0.910819,0.954368,0:04:08.538476
13:30:00,524.283904,0.774581,1.094466,1.046167,0:06:45.638424
14:00:00,539.828331,0.617213,0.718459,0.847620,0:05:46.814756
14:30:00,566.130342,0.599578,0.661710,0.813455,0:02:35.217362
01:30:00,74.629693,0.144694,0.069101,0.262870,0:02:54.709417
15:00:00,445.179224,0.505105,0.452648,0.672791,0:01:49.435872
15:30:00,338.695312,0.550486,0.623736,0.789769,0:02:55.331345
16:00:00,285.805134,0.507094,0.501438,0.708123,0:05:11.203651
16:30:00,273.728940,0.583081,0.616602,0.785240,0:08:49.684555
17:00:00,328.822536,0.647450,0.737479,0.858766,0:04:43.702678
17:30:00,148.723000,0.516032,0.470235,0.685737,0:04:10.808859
18:00:00,142.117859,0.618492,0.873411,0.934565,0:04:50.859376
18:30:00,142.124005,0.660886,0.761451,0.872612,0:04:37.391605
19:00:00,156.608746,0.831105,1.000505,1.000253,0:06:02.050403
19:30:00,253.582972,0.974209,1.516914,1.231631,0:05:53.536076
02:00:00,81.662250,0.138188,0.073986,0.272004,0:03:41.259216
20:00:00,175.295059,0.745530,0.956529,0.978023,0:03:47.826532
20:30:00,222.525359,0.882415,1.234622,1.111135,0:03:52.844812
21:00:00,153.059882,0.629681,0.679133,0.824095,0:04:37.933047
21:30:00,229.456590,0.674218,1.068973,1.033912,0:02:47.892412
22:00:00,119.885173,0.428982,0.376792,0.613834,0:05:19.580570
22:30:00,107.344513,0.330841,0.230516,0.480121,0:02:41.476590
23:00:00,108.055881,0.219851,0.122368,0.349811,0:04:14.530500
23:30:00,132.097012,0.157255,0.044553,0.211075,0:04:33.702092
24:00:00,125.097722,0.164305,0.092482,0.304108,0:02:43.898145
02:30:00,85.079713,0.150636,0.089339,0.298896,0:02:39.113388
03:00:00,111.887836,0.149453,0.083065,0.288211,0:02:46.415651
03:30:00,63.099192,0.131781,0.085716,0.292774,0:03:07.585239
04:00:00,66.329200,0.145627,0.094311,0.307102,0:03:48.031312
04:30:00,65.198815,0.118159,0.058115,0.241070,0:03:29.361875
