Time,MAPE,MAE,MSE,RMSLE,Training_time
00:30:00,222.755860,0.174552,0.062794,0.250588,0:05:53.582018
05:00:00,94.931465,0.196490,0.167091,0.408767,0:09:16.731347
05:30:00,164.451917,0.138716,0.055198,0.234942,0:07:37.050727
06:00:00,73.032703,0.117404,0.057534,0.239861,0:08:16.474633
06:30:00,249.011615,0.186160,0.070504,0.265526,0:07:44.959308
07:00:00,453.296276,0.320662,0.161376,0.401717,0:07:21.692100
07:30:00,104.273600,0.116619,0.040783,0.201948,0:08:10.956154
08:00:00,89.287116,0.358494,0.372363,0.610215,0:07:54.939946
08:30:00,377.002270,0.448892,0.353307,0.594396,0:09:20.212887
09:00:00,278.135778,0.404062,0.397207,0.630244,0:07:52.164285
09:30:00,433.567087,0.574692,0.733347,0.856357,0:08:40.356305
01:00:00,225.659593,0.157742,0.053117,0.230470,0:06:46.026106
10:00:00,557.969693,0.657760,0.717854,0.847263,0:08:41.265547
10:30:00,362.668716,0.521775,0.582700,0.763348,0:08:00.000677
11:00:00,621.815918,0.536541,0.550520,0.741971,0:08:27.648557
11:30:00,417.740182,0.629722,0.722661,0.850094,0:07:58.484084
12:00:00,364.118739,0.793930,1.017761,1.008841,0:10:24.784632
12:30:00,399.897788,0.722132,0.888396,0.942547,0:09:57.369443
13:00:00,431.892830,0.773706,0.947952,0.973628,0:11:10.914375
13:30:00,323.713208,0.639074,0.838645,0.915776,0:09:25.432859
14:00:00,420.121986,0.633453,0.766585,0.875548,0:08:46.018223
14:30:00,349.939452,0.489765,0.462551,0.680111,0:08:42.397206
01:30:00,103.803243,0.122529,0.064579,0.254124,0:07:58.179677
15:00:00,418.586754,0.475945,0.453151,0.673165,0:08:46.301545
15:30:00,258.726915,0.442850,0.425818,0.652547,0:05:25.743751
16:00:00,303.288719,0.426046,0.369261,0.607668,0:05:59.657002
16:30:00,274.147225,0.534978,0.466039,0.682671,0:08:43.535429
17:00:00,327.151785,0.549593,0.537845,0.733379,0:09:03.066575
17:30:00,109.677705,0.375364,0.242349,0.492290,0:08:29.424917
18:00:00,110.845492,0.454700,0.467602,0.683814,0:08:44.317903
18:30:00,98.261362,0.641613,0.761679,0.872742,0:08:59.782145
19:00:00,179.262191,0.740751,0.827060,0.909428,0:08:59.682238
19:30:00,172.582452,0.818250,1.088819,1.043465,0:08:59.931030
02:00:00,95.354875,0.195972,0.168185,0.410103,0:07:41.186063
20:00:00,169.994661,0.812127,1.034955,1.017327,0:09:07.485205
20:30:00,148.662280,0.661934,0.700450,0.836929,0:09:30.897634
21:00:00,122.993108,0.604900,0.639966,0.799979,0:09:06.778300
21:30:00,100.535810,0.491126,0.559784,0.748187,0:07:45.829191
22:00:00,79.198543,0.330952,0.263749,0.513565,0:09:03.537947
22:30:00,91.785441,0.260010,0.165556,0.406886,0:08:41.824327
23:00:00,79.251562,0.188856,0.100970,0.317758,0:10:03.244281
23:30:00,112.730337,0.135502,0.036033,0.189825,0:10:09.111562
24:00:00,107.485987,0.126208,0.043042,0.207466,0:10:42.245889
02:30:00,145.155967,0.132042,0.062573,0.250146,0:09:29.462719
03:00:00,83.115586,0.120549,0.068830,0.262355,0:10:57.423701
03:30:00,298.958013,0.210916,0.091999,0.303314,0:09:31.918464
04:00:00,83.113216,0.102093,0.042054,0.205071,0:09:49.806338
04:30:00,173.882473,0.134438,0.051157,0.226178,0:10:30.621343
