Time,MAPE,MAE,MSE,RMSLE,Training_time
00:30:00,60.156390,0.035982,0.001578,0.039727,0:00:19.646272
05:00:00,84.371961,0.046759,0.002521,0.050207,0:00:19.680651
05:30:00,73.134749,0.048987,0.007849,0.088596,0:00:14.482061
06:00:00,201.952475,0.125884,0.020880,0.144498,0:00:25.094443
06:30:00,144.900666,0.101980,0.029109,0.170613,0:00:20.507115
07:00:00,227.774383,0.263466,0.105515,0.324830,0:00:08.871808
07:30:00,95.048408,0.079199,0.028885,0.169955,0:00:08.205147
08:00:00,inf,0.223203,0.089633,0.299387,0:00:14.159672
08:30:00,116.030048,0.218207,0.160960,0.401198,0:00:14.391553
09:00:00,112.477584,0.153199,0.094792,0.307883,0:00:25.420659
09:30:00,384.798555,0.449885,0.543670,0.737340,0:00:36.329750
01:00:00,82.148582,0.044872,0.002266,0.047600,0:00:16.782086
10:00:00,577.536803,0.462896,0.317174,0.563182,0:00:41.067894
10:30:00,182.635268,0.207398,0.121176,0.348104,0:02:05.149425
11:00:00,457.844079,0.404012,0.337032,0.580545,0:00:41.547626
11:30:00,384.526393,0.386676,0.263050,0.512884,0:00:44.624572
12:00:00,448.789583,0.699418,0.750011,0.866032,0:00:17.110326
12:30:00,368.600929,0.509365,0.561709,0.749473,0:00:19.436890
13:00:00,550.898538,0.566969,0.510990,0.714836,0:00:19.841546
13:30:00,638.305979,0.486452,0.385457,0.620852,0:01:21.455169
14:00:00,423.126156,0.328955,0.236575,0.486389,0:00:42.751977
14:30:00,480.126853,0.392112,0.345633,0.587906,0:00:34.183248
01:30:00,71.298083,0.041741,0.002120,0.046048,0:00:19.619763
15:00:00,329.812833,0.385521,0.291871,0.540251,0:00:23.059362
15:30:00,283.421023,0.462145,0.509460,0.713765,0:00:35.512260
16:00:00,266.001783,0.560997,0.618594,0.786508,0:01:11.282762
16:30:00,451.347980,0.554110,0.562446,0.749964,0:01:10.242424
17:00:00,391.493628,0.582308,0.539262,0.734344,0:00:20.219521
17:30:00,131.302348,0.323030,0.209713,0.457944,0:00:15.612768
18:00:00,290.866037,0.558042,0.390501,0.624901,0:00:21.963875
18:30:00,224.417872,0.443291,0.292892,0.541195,0:00:19.214158
19:00:00,233.447749,0.681033,0.669318,0.818119,0:01:01.999461
19:30:00,268.521146,0.788722,0.965552,0.982625,0:01:00.078846
02:00:00,91.715191,0.045081,0.002525,0.050251,0:00:23.108040
20:00:00,190.459941,0.610549,0.648662,0.805395,0:00:59.134709
20:30:00,109.920792,0.598528,0.596999,0.772657,0:01:00.557782
21:00:00,189.354120,0.692952,0.783748,0.885296,0:00:50.049949
21:30:00,240.774134,0.687043,0.769741,0.877349,0:00:22.898447
22:00:00,159.590862,0.468513,0.467183,0.683508,0:00:24.806454
22:30:00,89.043749,0.210716,0.133487,0.365358,0:00:40.033463
23:00:00,105.554688,0.107998,0.023959,0.154788,0:00:37.067037
23:30:00,197.449700,0.120213,0.017307,0.131558,0:00:23.741965
24:00:00,127.263958,0.065225,0.006252,0.079070,0:00:26.727062
02:30:00,83.564348,0.044689,0.002375,0.048731,0:00:26.866833
03:00:00,102.379266,0.048631,0.002968,0.054476,0:00:29.457573
03:30:00,125.116620,0.055483,0.004091,0.063961,0:00:40.043604
04:00:00,59.985458,0.041138,0.002275,0.047692,0:00:23.778690
04:30:00,68.974468,0.061059,0.005778,0.076014,0:00:37.133327
