Time,MAPE,MAE,MSE,RMSLE,Training_time
00:30:00,321.272982,0.244738,0.099580,0.315563,0:21:24.915803
05:00:00,86.050551,0.112633,0.050502,0.224727,0:20:15.012527
05:30:00,147.182034,0.160881,0.077220,0.277885,0:25:38.057609
06:00:00,211.369077,0.146677,0.051774,0.227539,0:20:57.663413
06:30:00,76.160606,0.111736,0.047719,0.218447,0:20:10.962609
07:00:00,457.959016,0.332671,0.174237,0.417417,0:32:13.784552
07:30:00,248.037865,0.196731,0.067972,0.260714,0:26:44.847294
08:00:00,167.150530,0.449399,0.546069,0.738965,0:20:00.675576
08:30:00,228.007312,0.462844,0.435566,0.659974,0:29:09.615270
09:00:00,166.412097,0.464417,0.554267,0.744491,0:23:55.581592
09:30:00,773.836046,0.816207,0.992533,0.996259,0:23:45.759105
01:00:00,135.805070,0.118676,0.050733,0.225239,0:20:43.842710
10:00:00,301.728947,0.691373,0.878251,0.937151,0:31:47.409153
10:30:00,750.941796,0.811538,1.012478,1.006220,0:26:28.790396
11:00:00,544.796016,0.812443,1.076630,1.037608,0:22:59.024659
11:30:00,454.964201,0.707642,0.906705,0.952210,0:22:55.684281
12:00:00,488.579798,0.826587,1.113561,1.055254,0:23:58.519473
12:30:00,340.283319,0.897433,1.261690,1.123250,0:23:52.819657
13:00:00,317.483132,0.820917,1.028909,1.014352,0:24:14.732320
13:30:00,524.380995,0.849723,1.088308,1.043220,0:25:41.976670
14:00:00,412.197978,0.742493,1.033524,1.016624,0:21:29.031269
14:30:00,274.511167,0.561327,0.673435,0.820631,0:35:21.253936
01:30:00,222.674004,0.235370,0.104276,0.322918,0:21:01.993364
15:00:00,354.772134,0.480072,0.537544,0.733174,0:22:52.891817
15:30:00,275.590061,0.512491,0.530885,0.728618,0:23:33.949418
16:00:00,239.336217,0.541126,0.554288,0.744505,0:25:36.041129
16:30:00,141.344109,0.403898,0.295434,0.543538,0:22:51.017209
17:00:00,167.928399,0.626133,0.620728,0.787863,0:23:33.553446
17:30:00,133.575294,0.489972,0.399169,0.631799,0:33:17.154205
18:00:00,118.704679,0.655674,0.849000,0.921412,0:25:48.344934
18:30:00,130.978606,0.751455,0.929403,0.964056,0:31:14.022927
19:00:00,140.418949,0.737191,0.816089,0.903377,0:25:11.713801
19:30:00,203.111853,0.909709,1.293901,1.137498,0:32:45.304941
02:00:00,98.857715,0.241866,0.218442,0.467378,0:23:39.769529
20:00:00,208.551374,1.040661,1.447625,1.203173,0:24:35.288755
20:30:00,162.351284,0.811110,1.071245,1.035009,0:33:50.923407
21:00:00,107.295199,0.452343,0.357655,0.598043,0:24:01.778236
21:30:00,131.732395,0.570068,0.760390,0.872003,0:26:52.980345
22:00:00,111.401614,0.433979,0.353203,0.594309,0:22:16.077556
22:30:00,65.516370,0.268628,0.149609,0.386794,0:22:10.354747
23:00:00,148.156050,0.221937,0.084928,0.291423,0:24:05.106591
23:30:00,300.345947,0.274288,0.104881,0.323854,0:34:05.726827
24:00:00,76.238499,0.197537,0.141820,0.376590,0:17:24.726964
02:30:00,81.856435,0.123351,0.053107,0.230450,0:22:31.706620
03:00:00,70.130157,0.139750,0.070317,0.265173,0:29:03.829375
03:30:00,113.552500,0.138942,0.068113,0.260984,0:22:25.876958
04:00:00,244.969502,0.212341,0.095378,0.308833,0:31:27.708356
04:30:00,53.055445,0.120580,0.053696,0.231724,0:30:32.185774
